X1,X2,Preference,Pair
"[0.438156648062228 0.204589164688113 0.672427993651769 0.201905376795616
 -0.661302925 7.33488708167559 0.0219193138279995 0.112993186172 0.8854
 0.945]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"174.jpg,213.jpg"
"[0.438156648062228 0.204589164688113 0.672427993651769 0.201905376795616
 -0.661302925 7.33488708167559 0.0219193138279995 0.112993186172 0.8854
 0.945]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"174.jpg,127.jpg"
"[0.90422554717086 0.214956681173926 0.525273293488519 0.177012024216277
 0.065152388 7.13842516792064 0.0136634841318279 0.0983240158681721 0.8862
 0.9233]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"175.jpg,116.jpg"
"[0.90422554717086 0.214956681173926 0.525273293488519 0.177012024216277
 0.065152388 7.13842516792064 0.0136634841318279 0.0983240158681721 0.8862
 0.9233]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"175.jpg,16.jpg"
"[0.90422554717086 0.214956681173926 0.525273293488519 0.177012024216277
 0.065152388 7.13842516792064 0.0136634841318279 0.0983240158681721 0.8862
 0.9233]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"175.jpg,213.jpg"
"[0.90422554717086 0.214956681173926 0.525273293488519 0.177012024216277
 0.065152388 7.13842516792064 0.0136634841318279 0.0983240158681721 0.8862
 0.9233]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"175.jpg,127.jpg"
"[0.379084446008873 0.144193807604564 0.568881230840418 0.33437771472934
 -0.394904186 6.50787574221739 0.0152990086279817 0.0750009913720183
 0.7557 0.9916]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"176.jpg,116.jpg"
"[0.379084446008873 0.144193807604564 0.568881230840418 0.33437771472934
 -0.394904186 6.50787574221739 0.0152990086279817 0.0750009913720183
 0.7557 0.9916]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"176.jpg,16.jpg"
"[0.379084446008873 0.144193807604564 0.568881230840418 0.33437771472934
 -0.394904186 6.50787574221739 0.0152990086279817 0.0750009913720183
 0.7557 0.9916]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"176.jpg,213.jpg"
"[0.379084446008873 0.144193807604564 0.568881230840418 0.33437771472934
 -0.394904186 6.50787574221739 0.0152990086279817 0.0750009913720183
 0.7557 0.9916]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"176.jpg,127.jpg"
"[0.799691058994045 0.132926736516485 0.608729996067195 0.280554303054164
 -0.454557736 7.13668018921546 0.0150065898245318 0.0822559101754682
 0.8265 0.9328]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"177.jpg,116.jpg"
"[0.799691058994045 0.132926736516485 0.608729996067195 0.280554303054164
 -0.454557736 7.13668018921546 0.0150065898245318 0.0822559101754682
 0.8265 0.9328]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"177.jpg,16.jpg"
"[0.799691058994045 0.132926736516485 0.608729996067195 0.280554303054164
 -0.454557736 7.13668018921546 0.0150065898245318 0.0822559101754682
 0.8265 0.9328]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"177.jpg,213.jpg"
"[0.799691058994045 0.132926736516485 0.608729996067195 0.280554303054164
 -0.454557736 7.13668018921546 0.0150065898245318 0.0822559101754682
 0.8265 0.9328]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"177.jpg,127.jpg"
"[1.63000387201318 0.243452927929434 0.450694170498388 0.213630037695628
 -0.508670473 7.40785842380513 0.0490666869069877 0.0968458130930123 0.75
 0.8325]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"178.jpg,116.jpg"
"[1.63000387201318 0.243452927929434 0.450694170498388 0.213630037695628
 -0.508670473 7.40785842380513 0.0490666869069877 0.0968458130930123 0.75
 0.8325]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"178.jpg,16.jpg"
"[1.63000387201318 0.243452927929434 0.450694170498388 0.213630037695628
 -0.508670473 7.40785842380513 0.0490666869069877 0.0968458130930123 0.75
 0.8325]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"178.jpg,213.jpg"
"[1.63000387201318 0.243452927929434 0.450694170498388 0.213630037695628
 -0.508670473 7.40785842380513 0.0490666869069877 0.0968458130930123 0.75
 0.8325]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"178.jpg,127.jpg"
"[0.741419523958596 0.241955158749126 0.434778552658177 0.21913336299523
 -1.100623305 7.3908543127327 0.0499430314424328 0.131350718557567 0.809
 0.9039]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"179.jpg,116.jpg"
"[0.741419523958596 0.241955158749126 0.434778552658177 0.21913336299523
 -1.100623305 7.3908543127327 0.0499430314424328 0.131350718557567 0.809
 0.9039]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"179.jpg,16.jpg"
"[0.741419523958596 0.241955158749126 0.434778552658177 0.21913336299523
 -1.100623305 7.3908543127327 0.0499430314424328 0.131350718557567 0.809
 0.9039]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"179.jpg,213.jpg"
"[0.741419523958596 0.241955158749126 0.434778552658177 0.21913336299523
 -1.100623305 7.3908543127327 0.0499430314424328 0.131350718557567 0.809
 0.9039]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"179.jpg,127.jpg"
"[1.25730324478674 0.207620336564917 0.400734841628959 0.285340268761188
 0.40456326 7.47634853687135 0.0595009459477449 0.0709459290522551 0.6957
 0.649]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"180.jpg,116.jpg"
"[1.25730324478674 0.207620336564917 0.400734841628959 0.285340268761188
 0.40456326 7.47634853687135 0.0595009459477449 0.0709459290522551 0.6957
 0.649]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"180.jpg,16.jpg"
"[1.25730324478674 0.207620336564917 0.400734841628959 0.285340268761188
 0.40456326 7.47634853687135 0.0595009459477449 0.0709459290522551 0.6957
 0.649]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"180.jpg,213.jpg"
"[1.25730324478674 0.207620336564917 0.400734841628959 0.285340268761188
 0.40456326 7.47634853687135 0.0595009459477449 0.0709459290522551 0.6957
 0.649]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"180.jpg,127.jpg"
"[1.44120019616761 0.10225276263225 0.555537858220212 0.196150836526533
 0.394129931 7.52295131967925 0.0187001534035001 0.0924550549298333 0.9528
 0.9706]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"181.jpg,116.jpg"
"[1.44120019616761 0.10225276263225 0.555537858220212 0.196150836526533
 0.394129931 7.52295131967925 0.0187001534035001 0.0924550549298333 0.9528
 0.9706]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"181.jpg,16.jpg"
"[1.44120019616761 0.10225276263225 0.555537858220212 0.196150836526533
 0.394129931 7.52295131967925 0.0187001534035001 0.0924550549298333 0.9528
 0.9706]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",1.0,"181.jpg,213.jpg"
"[1.44120019616761 0.10225276263225 0.555537858220212 0.196150836526533
 0.394129931 7.52295131967925 0.0187001534035001 0.0924550549298333 0.9528
 0.9706]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"181.jpg,127.jpg"
"[0.611983971353583 0.129163036863278 0.528309859467867 0.204834689034019
 0.107692239 7.37216605316159 0.0190658823585527 0.086413284308114 0.9413
 0.9296]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"182.jpg,116.jpg"
"[0.611983971353583 0.129163036863278 0.528309859467867 0.204834689034019
 0.107692239 7.37216605316159 0.0190658823585527 0.086413284308114 0.9413
 0.9296]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"182.jpg,16.jpg"
"[0.611983971353583 0.129163036863278 0.528309859467867 0.204834689034019
 0.107692239 7.37216605316159 0.0190658823585527 0.086413284308114 0.9413
 0.9296]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",1.0,"182.jpg,213.jpg"
"[0.611983971353583 0.129163036863278 0.528309859467867 0.204834689034019
 0.107692239 7.37216605316159 0.0190658823585527 0.086413284308114 0.9413
 0.9296]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"182.jpg,127.jpg"
"[0.760334669984636 0.220055594059537 0.685781931000249 0.211885534165717
 0.06684805 7.43173029374874 0.0240627924334476 0.0989372075665524 0.9183
 0.9329]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"183.jpg,116.jpg"
"[0.760334669984636 0.220055594059537 0.685781931000249 0.211885534165717
 0.06684805 7.43173029374874 0.0240627924334476 0.0989372075665524 0.9183
 0.9329]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"183.jpg,16.jpg"
"[0.760334669984636 0.220055594059537 0.685781931000249 0.211885534165717
 0.06684805 7.43173029374874 0.0240627924334476 0.0989372075665524 0.9183
 0.9329]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",1.0,"183.jpg,213.jpg"
"[0.760334669984636 0.220055594059537 0.685781931000249 0.211885534165717
 0.06684805 7.43173029374874 0.0240627924334476 0.0989372075665524 0.9183
 0.9329]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"183.jpg,127.jpg"
"[1.49587442831003 0.162961377824147 0.507722253000923 0.315167390190033
 0.387194151 7.53865075336222 0.0163652714234872 0.0817191035765128 0.8199
 0.8153]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"184.jpg,116.jpg"
"[1.49587442831003 0.162961377824147 0.507722253000923 0.315167390190033
 0.387194151 7.53865075336222 0.0163652714234872 0.0817191035765128 0.8199
 0.8153]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"184.jpg,16.jpg"
"[1.49587442831003 0.162961377824147 0.507722253000923 0.315167390190033
 0.387194151 7.53865075336222 0.0163652714234872 0.0817191035765128 0.8199
 0.8153]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",1.0,"184.jpg,213.jpg"
"[1.49587442831003 0.162961377824147 0.507722253000923 0.315167390190033
 0.387194151 7.53865075336222 0.0163652714234872 0.0817191035765128 0.8199
 0.8153]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"184.jpg,127.jpg"
"[0.155087748521214 0.248275428919096 0.617940163031504 0.334325321201084
 -0.013459122 7.0975800814549 0.0205014556913507 0.0677704193086493 0.818
 0.8344]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"185.jpg,116.jpg"
"[0.155087748521214 0.248275428919096 0.617940163031504 0.334325321201084
 -0.013459122 7.0975800814549 0.0205014556913507 0.0677704193086493 0.818
 0.8344]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"185.jpg,16.jpg"
"[0.155087748521214 0.248275428919096 0.617940163031504 0.334325321201084
 -0.013459122 7.0975800814549 0.0205014556913507 0.0677704193086493 0.818
 0.8344]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"185.jpg,213.jpg"
"[0.155087748521214 0.248275428919096 0.617940163031504 0.334325321201084
 -0.013459122 7.0975800814549 0.0205014556913507 0.0677704193086493 0.818
 0.8344]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"185.jpg,127.jpg"
"[0.345261133154238 0.151996976824672 0.543075836387967 0.237301702346551
 -0.305843342 7.31485899894589 0.017328809041572 0.100756607625095 0.8815
 0.8876]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"186.jpg,116.jpg"
"[0.345261133154238 0.151996976824672 0.543075836387967 0.237301702346551
 -0.305843342 7.31485899894589 0.017328809041572 0.100756607625095 0.8815
 0.8876]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"186.jpg,16.jpg"
"[0.345261133154238 0.151996976824672 0.543075836387967 0.237301702346551
 -0.305843342 7.31485899894589 0.017328809041572 0.100756607625095 0.8815
 0.8876]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"186.jpg,213.jpg"
"[0.345261133154238 0.151996976824672 0.543075836387967 0.237301702346551
 -0.305843342 7.31485899894589 0.017328809041572 0.100756607625095 0.8815
 0.8876]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"186.jpg,127.jpg"
"[0.660029507010399 0.142331812817266 0.600505562659846 0.271482929633925
 -0.230268364 7.57594764987337 0.0284986985400655 0.0642481764599345
 0.8851 0.8819]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"187.jpg,116.jpg"
"[0.660029507010399 0.142331812817266 0.600505562659846 0.271482929633925
 -0.230268364 7.57594764987337 0.0284986985400655 0.0642481764599345
 0.8851 0.8819]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"187.jpg,16.jpg"
"[0.660029507010399 0.142331812817266 0.600505562659846 0.271482929633925
 -0.230268364 7.57594764987337 0.0284986985400655 0.0642481764599345
 0.8851 0.8819]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"187.jpg,213.jpg"
"[0.660029507010399 0.142331812817266 0.600505562659846 0.271482929633925
 -0.230268364 7.57594764987337 0.0284986985400655 0.0642481764599345
 0.8851 0.8819]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"187.jpg,127.jpg"
"[1.83642936140835 0.244388565656608 0.495873254901961 0.269048912099116
 0.394548813 7.79511919438317 0.0364644680638349 0.0979803236028317 0.773
 0.9192]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"188.jpg,116.jpg"
"[1.83642936140835 0.244388565656608 0.495873254901961 0.269048912099116
 0.394548813 7.79511919438317 0.0364644680638349 0.0979803236028317 0.773
 0.9192]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"188.jpg,16.jpg"
"[1.83642936140835 0.244388565656608 0.495873254901961 0.269048912099116
 0.394548813 7.79511919438317 0.0364644680638349 0.0979803236028317 0.773
 0.9192]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"188.jpg,213.jpg"
"[1.83642936140835 0.244388565656608 0.495873254901961 0.269048912099116
 0.394548813 7.79511919438317 0.0364644680638349 0.0979803236028317 0.773
 0.9192]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"188.jpg,127.jpg"
"[0.230743909670431 0.153900773094375 0.665509947528307 0.181357977304239
 -0.721781357 7.56442679769498 0.0322995671913272 0.0603087661420062 0.96
 0.9647]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"189.jpg,116.jpg"
"[0.230743909670431 0.153900773094375 0.665509947528307 0.181357977304239
 -0.721781357 7.56442679769498 0.0322995671913272 0.0603087661420062 0.96
 0.9647]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"189.jpg,16.jpg"
"[0.230743909670431 0.153900773094375 0.665509947528307 0.181357977304239
 -0.721781357 7.56442679769498 0.0322995671913272 0.0603087661420062 0.96
 0.9647]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"189.jpg,213.jpg"
"[0.230743909670431 0.153900773094375 0.665509947528307 0.181357977304239
 -0.721781357 7.56442679769498 0.0322995671913272 0.0603087661420062 0.96
 0.9647]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"189.jpg,127.jpg"
"[1.54803938320848 0.11604820444826 0.332758520074697 0.174705973060945
 1.161623304 7.0584693967002 0.0199568316783489 0.0832640016549844 0.8216
 0.8251]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"190.jpg,116.jpg"
"[1.54803938320848 0.11604820444826 0.332758520074697 0.174705973060945
 1.161623304 7.0584693967002 0.0199568316783489 0.0832640016549844 0.8216
 0.8251]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"190.jpg,16.jpg"
"[1.54803938320848 0.11604820444826 0.332758520074697 0.174705973060945
 1.161623304 7.0584693967002 0.0199568316783489 0.0832640016549844 0.8216
 0.8251]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",1.0,"190.jpg,213.jpg"
"[1.54803938320848 0.11604820444826 0.332758520074697 0.174705973060945
 1.161623304 7.0584693967002 0.0199568316783489 0.0832640016549844 0.8216
 0.8251]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"190.jpg,127.jpg"
"[0.371255056954069 0.174042702856009 0.623903613018812 0.295144946716813
 -0.235973906 7.43756923100138 0.0138615781180845 0.0833269635485821
 0.8307 0.87]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"191.jpg,116.jpg"
"[0.371255056954069 0.174042702856009 0.623903613018812 0.295144946716813
 -0.235973906 7.43756923100138 0.0138615781180845 0.0833269635485821
 0.8307 0.87]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"191.jpg,16.jpg"
"[0.371255056954069 0.174042702856009 0.623903613018812 0.295144946716813
 -0.235973906 7.43756923100138 0.0138615781180845 0.0833269635485821
 0.8307 0.87]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",1.0,"191.jpg,213.jpg"
"[0.371255056954069 0.174042702856009 0.623903613018812 0.295144946716813
 -0.235973906 7.43756923100138 0.0138615781180845 0.0833269635485821
 0.8307 0.87]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"191.jpg,127.jpg"
"[0.196263228263191 0.195525395507932 0.743795908456261 0.179836027394939
 -0.547837784 6.52305409864838 0.0423414790267913 0.046316854306542 0.9051
 0.9858]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"192.jpg,116.jpg"
"[0.196263228263191 0.195525395507932 0.743795908456261 0.179836027394939
 -0.547837784 6.52305409864838 0.0423414790267913 0.046316854306542 0.9051
 0.9858]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"192.jpg,16.jpg"
"[0.196263228263191 0.195525395507932 0.743795908456261 0.179836027394939
 -0.547837784 6.52305409864838 0.0423414790267913 0.046316854306542 0.9051
 0.9858]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"192.jpg,213.jpg"
"[0.196263228263191 0.195525395507932 0.743795908456261 0.179836027394939
 -0.547837784 6.52305409864838 0.0423414790267913 0.046316854306542 0.9051
 0.9858]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"192.jpg,127.jpg"
"[0.480819820891899 0.156235728759318 0.49721568627451 0.176443123947374
 0.084207722 7.40784360745021 0.0325397057684863 0.0949634192315138 0.917
 0.9163]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"193.jpg,116.jpg"
"[0.480819820891899 0.156235728759318 0.49721568627451 0.176443123947374
 0.084207722 7.40784360745021 0.0325397057684863 0.0949634192315138 0.917
 0.9163]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"193.jpg,16.jpg"
"[0.480819820891899 0.156235728759318 0.49721568627451 0.176443123947374
 0.084207722 7.40784360745021 0.0325397057684863 0.0949634192315138 0.917
 0.9163]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",1.0,"193.jpg,213.jpg"
"[0.480819820891899 0.156235728759318 0.49721568627451 0.176443123947374
 0.084207722 7.40784360745021 0.0325397057684863 0.0949634192315138 0.917
 0.9163]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"193.jpg,127.jpg"
"[2.42686254107106 0.144563604623555 0.483085035521455 0.249294353873893
 0.363045951 7.47800909897026 0.0264940011698923 0.0841455821634411 0.8644
 0.7834]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"194.jpg,116.jpg"
